product_id,brand,product_name,upc_barcode,form_type,serving_size_count,serving_size_unit,servings_per_container,ingredient,ingredient_form,ingredient_category,amount_per_serving_mg,is_proprietary_blend,recommended_daily_mg,upper_safety_limit_mg,pubchem_cid,molecular_formula,molecular_weight,inchikey,canonical_smiles,dsld_label_id,source_url,dataset_version
20,Life Extension,Super K with Advanced K2 Complex,7 37870 17249 9,Softgel Capsule,1.0,Softgel(s),,Vitamin C,Ascorbyl Palmitate,vitamin,10.0,0,90.0,2000.0,54670067.0,C6H8O6,176.12,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,62815,https://dsld.od.nih.gov/label/62815,2026.07
20,Life Extension,Super K with Advanced K2 Complex,7 37870 17249 9,Softgel Capsule,1.0,Softgel(s),,Vitamin K,Vitamin K,vitamin,2.2,0,,,5280483.0,C31H46O2,450.7,MBWXNTAXLNYFJB-LKUDQCMESA-N,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C,62815,https://dsld.od.nih.gov/label/62815,2026.07
60,Spring Valley,Chromium Picolinate 500 mcg,6 05388 27309 3,Softgel Capsule,1.0,Softgel(s),,Chromium,Chromium Picolinate,mineral,0.5,0,0.035,,23976.0,Cr,51.996,VYZAMTAEIAYCRO-UHFFFAOYSA-N,[Cr],82890,https://dsld.od.nih.gov/label/82890,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Alpha Lipoic Acid,Alpha-Lipoic Acid,non-nutrient/non-botanical,25.0,0,,,864.0,C8H14O2S2,206.3,AGBQKNBQESQNJD-UHFFFAOYSA-N,C1CSSC1CCCCC(=O)O,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Apigenin,Apigenin,non-nutrient/non-botanical,5.0,0,,,5280443.0,C15H10O5,270.24,KZNIFHPLKGYRTM-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Biotin,Biotin,vitamin,0.3,0,0.03,,171548.0,C10H16N2O3S,244.31,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Boron,Boron Amino Acid Chelate,mineral,3.0,0,,20.0,5462311.0,B,10.81,ZOXJGFHDIHLPTG-UHFFFAOYSA-N,[B],328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Chromium,Crominex 3+,mineral,0.2,0,0.035,,23976.0,Cr,51.996,VYZAMTAEIAYCRO-UHFFFAOYSA-N,[Cr],328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Inositol,Inositol,non-nutrient/non-botanical,50.0,0,,,892.0,C6H12O6,180.16,CDAISMWEOUEBRE-UHFFFAOYSA-N,C1(C(C(C(C(C1O)O)O)O)O)O,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Iodine,Potassium Iodide,mineral,0.15,0,0.15,1.1,807.0,I2,253.8089,PNDPGZBMCMUPRI-UHFFFAOYSA-N,II,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Lycopene,Lycopene,non-nutrient/non-botanical,1.0,0,,,446925.0,C40H56,536.9,OAIJSZIZWZSQBC-GYZMGTAESA-N,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Magnesium,Magnesium Oxide,mineral,100.0,0,400.0,350.0,5462224.0,Mg,24.305,FYYHWMGAXLPEAU-UHFFFAOYSA-N,[Mg],328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Manganese,Manganese Citrate,mineral,2.0,0,2.3,11.0,23930.0,Mn,54.93804,PWHULOQIROXLJO-UHFFFAOYSA-N,[Mn],328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Marigold (unspecified),Tagetes erecta Flower Extract,botanical,11.12,0,,,,,,,,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Molybdenum,Molybdenum Amino Acid Chelate,mineral,0.1,0,0.045,2.0,23932.0,Mo,95.95,ZOKXTWBITQBERF-UHFFFAOYSA-N,[Mo],328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Quercetin,Bio-Quercetin Phytosome,non-nutrient/non-botanical,15.0,0,,,5280343.0,C15H10O7,302.23,REFJWTPEDVJJIY-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Riboflavin,Riboflavin,vitamin,50.0,0,,,493570.0,C17H20N4O6,376.4,AUNGANRZJHBGPY-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Selenium,Se-Methyl L-Selenocysteine,mineral,0.2,0,0.055,0.4,6326970.0,Se,78.97,BUGBHKTXTAQXES-UHFFFAOYSA-N,[Se],328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Thiamin,Thiamine Hydrochloride,vitamin,75.0,0,,,1130.0,C12H17N4OS+,265.36,JZRWCGZRTZMZEH-UHFFFAOYSA-N,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Vitamin B12 (methylcobalamin),Methylcobalamin,vitamin,0.3,0,,,,,,,,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Vitamin B5 (Pantothenic Acid),Calcium D-Pantothenate,vitamin,50.0,0,,,,,,,,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Vitamin B6,Pyridoxal 5-Phosphate,vitamin,75.0,0,1.3,100.0,104817.0,C8H10NO5P-2,231.14,RBCOYOYDYNXAFA-UHFFFAOYSA-L,CC1=C(C(=NC=C1COP(=O)([O-])[O-])C)O,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Vitamin C,Ascorbic Acid,vitamin,470.0,0,90.0,2000.0,54670067.0,C6H8O6,176.12,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Vitamin D,Cholecalciferol,vitamin,0.05,0,,,,,,,,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Vitamin E,D-Alpha-Tocopherol,vitamin,67.0,0,15.0,1000.0,14985.0,C29H50O2,430.7,GVJHHUAWPYXKBD-IEOSBIPESA-N,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Vitamin E,Alpha-Tocopherol,vitamin,20.0,0,15.0,1000.0,14985.0,C29H50O2,430.7,GVJHHUAWPYXKBD-IEOSBIPESA-N,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,328754,https://dsld.od.nih.gov/label/328754,2026.07
89,Life Extension,Two-Per-Day Multivitamin,7 37870 23141 7,Capsule,2.0,Capsule(s),60.0,Zinc,L-OptiZinc,mineral,25.0,0,11.0,40.0,23994.0,Zn,65.4,HCHKCACWOHOZIP-UHFFFAOYSA-N,[Zn],328754,https://dsld.od.nih.gov/label/328754,2026.07
103,Nootropics Depot,Immuse Capsules 50 mg,DSLD-251256,Capsule,1.0,Capsule(s),90.0,Lactococcus lactis,Lactococcus lactis strain plasma,bacteria,50.0,0,,,,,,,,251256,https://dsld.od.nih.gov/label/251256,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Ashwagandha,Withanolides,botanical,300.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Ashwagandha,Ashwagandha extract Sensoril,botanical,300.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Ashwagandha,"Ashwagandha Leaf, Root Extract",botanical,300.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Burdock,Burdock,botanical,25.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Coleus,extract of Coleus forskohlii,botanical,100.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Coleus,Forskolin,botanical,100.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Coleus,Coleus forskohlii Root Extract,botanical,100.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Guggul,Guggulsterones,botanical,100.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Guggul,Guggul Resin Extract,botanical,100.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Iodine,Kelp,mineral,0.175,0,0.15,1.1,807.0,I2,253.8089,PNDPGZBMCMUPRI-UHFFFAOYSA-N,II,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Kelp,Iodine,botanical,0.175,0,,,2247.0,C28H31FN4O,458.6,GXDALQBWZGODGZ-UHFFFAOYSA-N,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Kelp,Laminaria digitata Extract,botanical,43.0,0,,,2247.0,C28H31FN4O,458.6,GXDALQBWZGODGZ-UHFFFAOYSA-N,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Mullein,Mullein leaf powder,botanical,50.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Mullein,Mullein,botanical,50.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Mullein,Verbascum thapsus,botanical,50.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Selenium,Selenomethionine,mineral,0.05,0,0.055,0.4,6326970.0,Se,78.97,BUGBHKTXTAQXES-UHFFFAOYSA-N,[Se],249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Selenium,L-Selenomethionine,mineral,0.05,0,0.055,0.4,6326970.0,Se,78.97,BUGBHKTXTAQXES-UHFFFAOYSA-N,[Se],249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Thyroid,Thyroid,animal part or source,50.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Thyroid,Bovine Thyroid,animal part or source,50.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Thyroid,Bovine,animal part or source,50.0,0,,,,,,,,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Tyrosine,L-Tyrosine,amino acid,200.0,0,,,6057.0,C9H11NO3,181.19,OUYCCCASQSFEME-QMMMGPOBSA-N,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,249642,https://dsld.od.nih.gov/label/249642,2026.07
105,LifeSeasons,Thyro-T,8 53760 00221 6,Capsule,2.0,Capsule(s),30.0,Zinc,Zinc Gluconate,mineral,5.0,0,11.0,40.0,23994.0,Zn,65.4,HCHKCACWOHOZIP-UHFFFAOYSA-N,[Zn],249642,https://dsld.od.nih.gov/label/249642,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Acacia fiber,Acacia Fiber,fiber,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Bifidobacterium animalis lactis,Bifidobacterium animalis lactis,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Bifidobacterium bifidum,Bifidobacterium bifidum,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Bifidobacterium breve,Bifidobacterium breve,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Bifidobacterium infantis,Bifidobacterium infantis,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Bifidobacterium longum,Bifidobacterium longum,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus acidophilus,Lactobacillus acidophilus NCFM,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus acidophilus,Lactobacillus acidophilus,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus brevis,Lactobacillus brevis,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus casei,Lactobacillus casei,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus delbrueckii bulgaricus,Lactobacillus bulgaricus,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus gasseri,Lactobacillus gasseri,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus paracasei,Lactobacillus paracasei,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus plantarum,Lactobacillus plantarum,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus rhamnosus,Lactobacillus rhamnosus,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Lactobacillus salivarius,Lactobacillus salivarius,bacteria,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
125,Garden of Life Dr. Formulated Probiotics,Once Daily Ultra,6 58010 11845 3,Capsule,1.0,Capsule(s),30.0,Potato,organic Potato,botanical,0.0,1,,,,,,,,275474,https://dsld.od.nih.gov/label/275474,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Choline,Choline Bitartrate,vitamin,300.0,0,550.0,3500.0,305.0,C5H14NO+,104.17,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Chromium,Chromium Glutamate,mineral,0.05,0,0.035,,23976.0,Cr,51.996,VYZAMTAEIAYCRO-UHFFFAOYSA-N,[Cr],250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Iodine,fermented Iodine Glycinate,mineral,0.15,0,0.15,1.1,807.0,I2,253.8089,PNDPGZBMCMUPRI-UHFFFAOYSA-N,II,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Iron,Iron Bisglycinate,mineral,18.0,0,18.0,45.0,23925.0,Fe,55.84,XEEYBQQBJWHFJM-UHFFFAOYSA-N,[Fe],250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Manganese,fermented Manganese Bisglycinate,mineral,1.0,0,2.3,11.0,23930.0,Mn,54.93804,PWHULOQIROXLJO-UHFFFAOYSA-N,[Mn],250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Molybdenum,fermented Molybdenum Bisglycinate,mineral,0.01,0,0.045,2.0,23932.0,Mo,95.95,ZOKXTWBITQBERF-UHFFFAOYSA-N,[Mo],250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Selenium,Selenium Glycinate,mineral,0.05,0,0.055,0.4,6326970.0,Se,78.97,BUGBHKTXTAQXES-UHFFFAOYSA-N,[Se],250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin B1 (thiamine HCl),S. cerevisiae,vitamin,1.5,0,,,6202.0,C12H18Cl2N4OS,337.3,DPJRMOMPQZCRJU-UHFFFAOYSA-M,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin B12 (methylcobalamin),Methylcobalamin,vitamin,0.008,0,,,,,,,,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin B2 (mixed),organic Brown Rice,vitamin,1.7,0,,,,,,,,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin B3 (mixed),Niacinamide,vitamin,20.0,0,,,,,,,,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin B5 (mixed),Calcium D-Pantothenate,vitamin,10.0,0,,,,,,,,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin B6 (pyridoxal 5-phosphate),organic Brown Rice,vitamin,8.0,0,,,,,,,,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin B7 (biotin),Biotin,vitamin,0.3,0,,,,,,,,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin C (ascorbic acid),organic Orange,vitamin,100.0,0,,,54670067.0,C6H8O6,176.12,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin D (cholecalciferol),Vitamin D3,vitamin,0.015,0,,,5280795.0,C27H44O,384.6,QYSXJUFSXHHAJI-YRZJJWOYSA-N,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin E (alpha tocopherol),D-Alpha-Tocopherol,vitamin,20.0,0,,,,,,,,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin K (Phylloquinone),Phytonadione,vitamin,0.06,0,,,,,,,,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Vitamin K (menaquinone),Cabbage,vitamin,0.03,0,,,,,,,,250997,https://dsld.od.nih.gov/label/250997,2026.07
171,MegaFood,Baby & Me 2 Prenatal Multi,0 51494 10314 2,Tablet or Pill,2.0,Tablet(s),30.0,Zinc,Zinc Bisglycinate,mineral,15.0,0,11.0,40.0,23994.0,Zn,65.4,HCHKCACWOHOZIP-UHFFFAOYSA-N,[Zn],250997,https://dsld.od.nih.gov/label/250997,2026.07
255,Gaia Herbs,Echinacea Supreme,DSLD-272079,Capsule,2.0,Capsule(s),30.0,Echinacea angustifolia,Echinacea angustifolia,botanical,0.0,1,,,,,,,,272079,https://dsld.od.nih.gov/label/272079,2026.07
255,Gaia Herbs,Echinacea Supreme,DSLD-272079,Capsule,2.0,Capsule(s),30.0,Echinacea angustifolia,organic Echinacea angustifolia extract,botanical,0.0,1,,,,,,,,272079,https://dsld.od.nih.gov/label/272079,2026.07
255,Gaia Herbs,Echinacea Supreme,DSLD-272079,Capsule,2.0,Capsule(s),30.0,Echinacea purpurea,Echinacea purpurea,botanical,0.0,1,,,,,,,,272079,https://dsld.od.nih.gov/label/272079,2026.07
255,Gaia Herbs,Echinacea Supreme,DSLD-272079,Capsule,2.0,Capsule(s),30.0,Echinacea purpurea,organic Echinacea purpurea root extract,botanical,0.0,1,,,,,,,,272079,https://dsld.od.nih.gov/label/272079,2026.07
255,Gaia Herbs,Echinacea Supreme,DSLD-272079,Capsule,2.0,Capsule(s),30.0,Echinacea purpurea,organic Echinacea purpurea seed extract,botanical,0.0,1,,,,,,,,272079,https://dsld.od.nih.gov/label/272079,2026.07
255,Gaia Herbs,Echinacea Supreme,DSLD-272079,Capsule,2.0,Capsule(s),30.0,Echinacea purpurea,organic Echinacea purpurea aerial parts extract,botanical,0.0,1,,,,,,,,272079,https://dsld.od.nih.gov/label/272079,2026.07
